concurso;data_sorteio;data_extracao;numero;time1;gols_time1;time2;gols_time2;resultado
1123;06/06/2024;2025-10-15 17:40:41;1;FORTALEZA/CE;2;CRB/AL;0;FORTALEZA/CE
1123;06/06/2024;2025-10-15 17:40:41;2;PORTUGAL;4;FINLANDIA;2;PORTUGAL
1123;06/06/2024;2025-10-15 17:40:41;3;ITALIA;0;TURQUIA;0;EMPATE
1123;06/06/2024;2025-10-15 17:40:41;4;MIRASSOL/SP;3;GUARANI/SP;0;MIRASSOL/SP
1123;06/06/2024;2025-10-15 17:40:41;5;HUACHIPATO;0;GREMIO/RS;1;GREMIO/RS
1123;06/06/2024;2025-10-15 17:40:41;6;TOMAYAPO;0;INTERNACIONAL/RS;2;INTERNACIONAL/RS
1123;06/06/2024;2025-10-15 17:40:41;7;PAYSANDU/PA;2;AMERICA/MG;0;PAYSANDU/PA
1123;06/06/2024;2025-10-15 17:40:41;8;DINAMARCA;2;SUECIA;1;DINAMARCA
1123;06/06/2024;2025-10-15 17:40:41;9;BELGICA;2;MONTENEGRO;0;BELGICA
1123;06/06/2024;2025-10-15 17:40:41;10;FRANCA;3;LUXEMBURGO;0;FRANCA
1123;06/06/2024;2025-10-15 17:40:41;11;ESPANHA;5;ANDORRA;0;ESPANHA
1123;06/06/2024;2025-10-15 17:40:41;12;JUVENTUDE/RS;1;ATLETICO/GO;0;JUVENTUDE/RS
1123;06/06/2024;2025-10-15 17:40:41;13;CUIABA/MT;0;VITORIA/BA;0;EMPATE
1123;06/06/2024;2025-10-15 17:40:41;14;MEXICO;0;URUGUAI;4;URUGUAI
1124;10/06/2024;2025-10-15 17:40:47;1;MEXICO;2;BRASIL;3;BRASIL
1124;10/06/2024;2025-10-15 17:40:47;2;BELGICA;3;LUXEMBURGO;0;BELGICA
1124;10/06/2024;2025-10-15 17:40:47;3;AMAZONAS/AM;2;BRUSQUE/SC;1;AMAZONAS/AM
1124;10/06/2024;2025-10-15 17:40:47;4;GUARANI/SP;0;OPERARIO/PR;1;OPERARIO/PR
1124;10/06/2024;2025-10-15 17:40:47;5;ESTADOS UNIDOS;1;COLOMBIA;5;COLOMBIA
1124;10/06/2024;2025-10-15 17:40:47;6;GREMIO/RS;1;ESTUDIANTES;1;EMPATE
1124;10/06/2024;2025-10-15 17:40:47;7;INTERNACIONAL/RS;1;DELFIN;0;INTERNACIONAL/RS
1124;10/06/2024;2025-10-15 17:40:47;8;CRICIUMA/SC;2;CUIABA/MT;5;CUIABA/MT
1124;10/06/2024;2025-10-15 17:40:47;9;AVAI/SC;0;CHAPECOENSE/SC;0;EMPATE
1124;10/06/2024;2025-10-15 17:40:47;10;FRANCA;0;CANADA;0;EMPATE
1124;10/06/2024;2025-10-15 17:40:47;11;CRB/AL;2;FORTALEZA/CE;0;CRB/AL
1124;10/06/2024;2025-10-15 17:40:47;12;ATHLETIC CLUB/MG;3;VOLTA REDONDA/RJ;2;ATHLETIC CLUB/MG
1124;10/06/2024;2025-10-15 17:40:47;13;AMERICA/MG;2;PONTE PRETA/SP;0;AMERICA/MG
1124;10/06/2024;2025-10-15 17:40:47;14;ARGENTINA;1;EQUADOR;0;ARGENTINA
1125;14/06/2024;2025-10-15 17:40:53;1;ESTADOS UNIDOS;1;BRASIL;1;EMPATE
1125;14/06/2024;2025-10-15 17:40:53;2;ATLETICO/GO;2;CORINTHIANS/SP;2;EMPATE
1125;14/06/2024;2025-10-15 17:40:53;3;JUVENTUDE/RS;1;VITORIA/BA;1;EMPATE
1125;14/06/2024;2025-10-15 17:40:53;4;MIRASSOL/SP;1;GOIAS/GO;0;MIRASSOL/SP
1125;14/06/2024;2025-10-15 17:40:53;5;BOTAFOGO/RJ;1;FLUMINENSE/RJ;0;BOTAFOGO/RJ
1125;14/06/2024;2025-10-15 17:40:53;6;CHILE;3;PARAGUAI;0;CHILE
1125;14/06/2024;2025-10-15 17:40:53;7;BRAGANTINO/SP;1;ATLETICO/MG;2;ATLETICO/MG
1125;14/06/2024;2025-10-15 17:40:53;8;EQUADOR;3;BOLIVIA;1;EQUADOR
1125;14/06/2024;2025-10-15 17:40:53;9;CRUZEIRO/MG;2;CUIABA/MT;1;CRUZEIRO/MG
1125;14/06/2024;2025-10-15 17:40:53;10;ATHLETICO/PR;3;CRICIUMA/SC;1;ATHLETICO/PR
1125;14/06/2024;2025-10-15 17:40:53;11;FLAMENGO/RJ;2;GREMIO/RS;1;FLAMENGO/RJ
1125;14/06/2024;2025-10-15 17:40:53;12;INTERNACIONAL/RS;0;SAO PAULO/SP;0;EMPATE
1125;14/06/2024;2025-10-15 17:40:53;13;AMAZONAS/AM;0;CHAPECOENSE/SC;1;CHAPECOENSE/SC
1125;14/06/2024;2025-10-15 17:40:53;14;BAHIA/BA;1;FORTALEZA/CE;0;BAHIA/BA
1126;17/06/2024;2025-10-15 17:40:59;1;CORINTHIANS/SP;2;SAO PAULO/SP;2;EMPATE
1126;17/06/2024;2025-10-15 17:40:59;2;AMERICA/MG;2;CRB/AL;1;AMERICA/MG
1126;17/06/2024;2025-10-15 17:40:59;3;ITUANO/SP;3;PAYSANDU/PA;5;PAYSANDU/PA
1126;17/06/2024;2025-10-15 17:40:59;4;BRAGANTINO/SP;2;JUVENTUDE/RS;1;BRAGANTINO/SP
1126;17/06/2024;2025-10-15 17:40:59;5;FLUMINENSE/RJ;1;ATLETICO/GO;2;ATLETICO/GO
1126;17/06/2024;2025-10-15 17:40:59;6;BOTAFOGO/SP;1;VILA NOVA/GO;0;BOTAFOGO/SP
1126;17/06/2024;2025-10-15 17:40:59;7;ATHLETICO/PR;1;FLAMENGO/RJ;1;EMPATE
1126;17/06/2024;2025-10-15 17:40:59;8;VITORIA/BA;2;INTERNACIONAL/RS;1;VITORIA/BA
1126;17/06/2024;2025-10-15 17:40:59;9;CRICIUMA/SC;2;BAHIA/BA;2;EMPATE
1126;17/06/2024;2025-10-15 17:40:59;10;CUIABA/MT;5;FORTALEZA/CE;0;CUIABA/MT
1126;17/06/2024;2025-10-15 17:40:59;11;GREMIO/RS;1;BOTAFOGO/RJ;2;BOTAFOGO/RJ
1126;17/06/2024;2025-10-15 17:40:59;12;VASCO DA GAMA/RJ;0;CRUZEIRO/MG;0;EMPATE
1126;17/06/2024;2025-10-15 17:40:59;13;GOIAS/GO;1;CORITIBA/PR;1;EMPATE
1126;17/06/2024;2025-10-15 17:40:59;14;SPORT/PE;1;MIRASSOL/SP;0;SPORT/PE
1127;20/06/2024;2025-10-15 17:41:04;1;BOTAFOGO/RJ;1;ATHLETICO/PR;1;EMPATE
1127;20/06/2024;2025-10-15 17:41:04;2;GUARANI/SP;3;ITUANO/SP;3;EMPATE
1127;20/06/2024;2025-10-15 17:41:04;3;NOVORIZONTINO/SP;1;AMAZONAS/AM;1;EMPATE
1127;20/06/2024;2025-10-15 17:41:04;4;PAYSANDU/PA;1;CRB/AL;1;EMPATE
1127;20/06/2024;2025-10-15 17:41:04;5;ATLETICO/GO;1;CRICIUMA/SC;2;CRICIUMA/SC
1127;20/06/2024;2025-10-15 17:41:04;6;SANTOS/SP;2;GOIAS/GO;0;SANTOS/SP
1127;20/06/2024;2025-10-15 17:41:04;7;FORTALEZA/CE;1;GREMIO/RS;0;FORTALEZA/CE
1127;20/06/2024;2025-10-15 17:41:04;8;JUVENTUDE/RS;2;VASCO DA GAMA/RJ;0;JUVENTUDE/RS
1127;20/06/2024;2025-10-15 17:41:04;9;SAO PAULO/SP;0;CUIABA/MT;1;CUIABA/MT
1127;20/06/2024;2025-10-15 17:41:04;10;BOTAFOGO/SP;2;PONTE PRETA/SP;0;BOTAFOGO/SP
1127;20/06/2024;2025-10-15 17:41:04;11;CRUZEIRO/MG;2;FLUMINENSE/RJ;0;CRUZEIRO/MG
1127;20/06/2024;2025-10-15 17:41:04;12;INTERNACIONAL/RS;1;CORINTHIANS/SP;0;INTERNACIONAL/RS
1127;20/06/2024;2025-10-15 17:41:04;13;BRUSQUE/SC;0;AVAI/SC;0;EMPATE
1127;20/06/2024;2025-10-15 17:41:04;14;CORITIBA/PR;1;AMERICA/MG;0;CORITIBA/PR
1128;24/06/2024;2025-10-15 17:41:10;1;GREMIO/RS;0;INTERNACIONAL/RS;1;INTERNACIONAL/RS
1128;24/06/2024;2025-10-15 17:41:10;2;CRICIUMA/SC;2;BOTAFOGO/RJ;1;CRICIUMA/SC
1128;24/06/2024;2025-10-15 17:41:10;3;CRB/AL;1;GUARANI/SP;0;CRB/AL
1128;24/06/2024;2025-10-15 17:41:10;4;CUIABA/MT;0;ATLETICO/GO;0;EMPATE
1128;24/06/2024;2025-10-15 17:41:10;5;ITUANO/SP;1;BRUSQUE/SC;1;EMPATE
1128;24/06/2024;2025-10-15 17:41:10;6;VASCO DA GAMA/RJ;4;SAO PAULO/SP;1;VASCO DA GAMA/RJ
1128;24/06/2024;2025-10-15 17:41:10;7;ATHLETICO/PR;1;CORINTHIANS/SP;1;EMPATE
1128;24/06/2024;2025-10-15 17:41:10;8;BAHIA/BA;4;CRUZEIRO/MG;1;BAHIA/BA
1128;24/06/2024;2025-10-15 17:41:10;9;FLUMINENSE/RJ;0;FLAMENGO/RJ;1;FLAMENGO/RJ
1128;24/06/2024;2025-10-15 17:41:10;10;CHAPECOENSE/SC;1;PAYSANDU/PA;2;PAYSANDU/PA
1128;24/06/2024;2025-10-15 17:41:10;11;ATLETICO/MG;1;FORTALEZA/CE;1;EMPATE
1128;24/06/2024;2025-10-15 17:41:10;12;PALMEIRAS/SP;3;JUVENTUDE/RS;1;PALMEIRAS/SP
1128;24/06/2024;2025-10-15 17:41:10;13;BRAGANTINO/SP;2;VITORIA/BA;1;BRAGANTINO/SP
1128;24/06/2024;2025-10-15 17:41:10;14;VILA NOVA/GO;1;GOIAS/GO;0;VILA NOVA/GO
1129;27/06/2024;2025-10-15 17:41:16;1;CRUZEIRO/MG;2;ATHLETICO/PR;0;CRUZEIRO/MG
1129;27/06/2024;2025-10-15 17:41:16;2;PERU;0;CANADA;1;CANADA
1129;27/06/2024;2025-10-15 17:41:16;3;AMERICA/MG;1;AVAI/SC;1;EMPATE
1129;27/06/2024;2025-10-15 17:41:16;4;MIRASSOL/SP;0;SANTOS/SP;0;EMPATE
1129;27/06/2024;2025-10-15 17:41:16;5;PONTE PRETA/SP;3;CEARA/CE;1;PONTE PRETA/SP
1129;27/06/2024;2025-10-15 17:41:16;6;AMAZONAS/AM;1;CORITIBA/PR;0;AMAZONAS/AM
1129;27/06/2024;2025-10-15 17:41:16;7;CHILE;0;ARGENTINA;1;ARGENTINA
1129;27/06/2024;2025-10-15 17:41:16;8;BOTAFOGO/RJ;2;BRAGANTINO/SP;1;BOTAFOGO/RJ
1129;27/06/2024;2025-10-15 17:41:16;9;ATLETICO/GO;1;GREMIO/RS;1;EMPATE
1129;27/06/2024;2025-10-15 17:41:16;10;CORINTHIANS/SP;1;CUIABA/MT;1;EMPATE
1129;27/06/2024;2025-10-15 17:41:16;11;JUVENTUDE/RS;2;FLAMENGO/RJ;1;JUVENTUDE/RS
1129;27/06/2024;2025-10-15 17:41:16;12;BAHIA/BA;2;VASCO DA GAMA/RJ;1;BAHIA/BA
1129;27/06/2024;2025-10-15 17:41:16;13;FORTALEZA/CE;3;PALMEIRAS/SP;0;FORTALEZA/CE
1129;27/06/2024;2025-10-15 17:41:16;14;INTERNACIONAL/RS;1;ATLETICO/MG;2;ATLETICO/MG
1130;01/07/2024;2025-10-15 17:41:22;1;VASCO DA GAMA/RJ;1;BOTAFOGO/RJ;1;EMPATE
1130;01/07/2024;2025-10-15 17:41:22;2;CORITIBA/PR;1;VILA NOVA/GO;1;EMPATE
1130;01/07/2024;2025-10-15 17:41:22;3;BOTAFOGO/SP;1;SPORT/PE;1;EMPATE
1130;01/07/2024;2025-10-15 17:41:22;4;CUIABA/MT;1;BRAGANTINO/SP;1;EMPATE
1130;01/07/2024;2025-10-15 17:41:22;5;CEARA/CE;4;ITUANO/SP;2;CEARA/CE
1130;01/07/2024;2025-10-15 17:41:22;6;ATLETICO/MG;1;ATLETICO/GO;1;EMPATE
1130;01/07/2024;2025-10-15 17:41:22;7;FORTALEZA/CE;2;JUVENTUDE/RS;1;FORTALEZA/CE
1130;01/07/2024;2025-10-15 17:41:22;8;SAO PAULO/SP;3;BAHIA/BA;1;SAO PAULO/SP
1130;01/07/2024;2025-10-15 17:41:22;9;PAYSANDU/PA;1;OPERARIO/PR;1;EMPATE
1130;01/07/2024;2025-10-15 17:41:22;10;GREMIO/RS;1;FLUMINENSE/RJ;0;GREMIO/RS
1130;01/07/2024;2025-10-15 17:41:22;11;FLAMENGO/RJ;2;CRUZEIRO/MG;1;FLAMENGO/RJ
1130;01/07/2024;2025-10-15 17:41:22;12;VITORIA/BA;0;ATHLETICO/PR;1;ATHLETICO/PR
1130;01/07/2024;2025-10-15 17:41:22;13;GUARANI/SP;1;PONTE PRETA/SP;1;EMPATE
1130;01/07/2024;2025-10-15 17:41:22;14;CRICIUMA/SC;1;INTERNACIONAL/RS;1;EMPATE
1131;05/07/2024;2025-10-15 17:41:28;1;BRASIL;1;COLOMBIA;1;EMPATE
1131;05/07/2024;2025-10-15 17:41:28;2;CSA/AL;3;FIGUEIRENSE/SC;1;CSA/AL
1131;05/07/2024;2025-10-15 17:41:28;3;NOVORIZONTINO/SP;1;MIRASSOL/SP;1;EMPATE
1131;05/07/2024;2025-10-15 17:41:28;4;COSTA RICA;2;PARAGUAI;1;COSTA RICA
1131;05/07/2024;2025-10-15 17:41:28;5;CUIABA/MT;1;BOTAFOGO/RJ;2;BOTAFOGO/RJ
1131;05/07/2024;2025-10-15 17:41:28;6;CRICIUMA/SC;1;CRUZEIRO/MG;0;CRICIUMA/SC
1131;05/07/2024;2025-10-15 17:41:28;7;VASCO DA GAMA/RJ;2;FORTALEZA/CE;0;VASCO DA GAMA/RJ
1131;05/07/2024;2025-10-15 17:41:28;8;BRAGANTINO/SP;3;ATLETICO/GO;1;BRAGANTINO/SP
1131;05/07/2024;2025-10-15 17:41:28;9;ATHLETICO/PR;1;SAO PAULO/SP;2;SAO PAULO/SP
1131;05/07/2024;2025-10-15 17:41:28;10;ATLETICO/MG;2;FLAMENGO/RJ;4;FLAMENGO/RJ
1131;05/07/2024;2025-10-15 17:41:28;11;BAHIA/BA;2;JUVENTUDE/RS;0;BAHIA/BA
1131;05/07/2024;2025-10-15 17:41:28;12;GREMIO/RS;2;PALMEIRAS/SP;2;EMPATE
1131;05/07/2024;2025-10-15 17:41:28;13;CORINTHIANS/SP;3;VITORIA/BA;2;CORINTHIANS/SP
1131;05/07/2024;2025-10-15 17:41:28;14;FLUMINENSE/RJ;1;INTERNACIONAL/RS;1;EMPATE
1132;08/07/2024;2025-10-15 17:41:34;1;PALMEIRAS/SP;2;BAHIA/BA;0;PALMEIRAS/SP
1132;08/07/2024;2025-10-15 17:41:34;2;GOIAS/GO;1;CHAPECOENSE/SC;2;CHAPECOENSE/SC
1132;08/07/2024;2025-10-15 17:41:34;3;FLAMENGO/RJ;1;CUIABA/MT;1;EMPATE
1132;08/07/2024;2025-10-15 17:41:34;4;SAO PAULO/SP;2;BRAGANTINO/SP;0;SAO PAULO/SP
1132;08/07/2024;2025-10-15 17:41:34;5;CORITIBA/PR;1;PAYSANDU/PA;1;EMPATE
1132;08/07/2024;2025-10-15 17:41:34;6;CRUZEIRO/MG;3;CORINTHIANS/SP;0;CRUZEIRO/MG
1132;08/07/2024;2025-10-15 17:41:34;7;FORTALEZA/CE;1;FLUMINENSE/RJ;0;FORTALEZA/CE
1132;08/07/2024;2025-10-15 17:41:34;8;JUVENTUDE/RS;3;GREMIO/RS;0;JUVENTUDE/RS
1132;08/07/2024;2025-10-15 17:41:34;9;ITUANO/SP;3;BOTAFOGO/SP;2;ITUANO/SP
1132;08/07/2024;2025-10-15 17:41:34;10;INTERNACIONAL/RS;1;VASCO DA GAMA/RJ;2;VASCO DA GAMA/RJ
1132;08/07/2024;2025-10-15 17:41:34;11;ATLETICO/GO;1;ATHLETICO/PR;2;ATHLETICO/PR
1132;08/07/2024;2025-10-15 17:41:34;12;VITORIA/BA;2;CRICIUMA/SC;1;VITORIA/BA
1132;08/07/2024;2025-10-15 17:41:34;13;GUARANI/SP;0;SPORT/PE;1;SPORT/PE
1132;08/07/2024;2025-10-15 17:41:34;14;BOTAFOGO/RJ;3;ATLETICO/MG;0;BOTAFOGO/RJ
1133;12/07/2024;2025-10-15 17:41:39;1;VASCO DA GAMA/RJ;2;CORINTHIANS/SP;0;VASCO DA GAMA/RJ
1133;12/07/2024;2025-10-15 17:41:39;2;CAMETA/PA;1;AGUIA DE MARABÁ/PA;1;EMPATE
1133;12/07/2024;2025-10-15 17:41:39;3;MIRASSOL/SP;1;CRB/AL;0;MIRASSOL/SP
1133;12/07/2024;2025-10-15 17:41:39;4;GREMIO/RS;0;CRUZEIRO/MG;2;CRUZEIRO/MG
1133;12/07/2024;2025-10-15 17:41:39;5;ATHLETICO/PR;1;BAHIA/BA;3;BAHIA/BA
1133;12/07/2024;2025-10-15 17:41:39;6;INTERNACIONAL/RS;1;JUVENTUDE/RS;2;JUVENTUDE/RS
1133;12/07/2024;2025-10-15 17:41:39;7;BRASIL DE PELOTAS/RS;4;AVENIDA/RS;0;BRASIL DE PELOTAS/RS
1133;12/07/2024;2025-10-15 17:41:39;8;CIANORTE/PR;1;NOVO HAMBURGO/RS;2;NOVO HAMBURGO/RS
1133;12/07/2024;2025-10-15 17:41:39;9;PALMEIRAS/SP;3;ATLETICO/GO;1;PALMEIRAS/SP
1133;12/07/2024;2025-10-15 17:41:39;10;CRICIUMA/SC;1;FLUMINENSE/RJ;1;EMPATE
1133;12/07/2024;2025-10-15 17:41:39;11;FLAMENGO/RJ;1;FORTALEZA/CE;2;FORTALEZA/CE
1133;12/07/2024;2025-10-15 17:41:39;12;TREM/AP;1;SANTOS/AP;0;TREM/AP
1133;12/07/2024;2025-10-15 17:41:39;13;ATLETICO/MG;2;SAO PAULO/SP;1;ATLETICO/MG
1133;12/07/2024;2025-10-15 17:41:39;14;VITORIA/BA;0;BOTAFOGO/RJ;1;BOTAFOGO/RJ
1134;15/07/2024;2025-10-15 17:41:45;1;JUVENTUDE/RS;1;INTERNACIONAL/RS;1;EMPATE
1134;15/07/2024;2025-10-15 17:41:45;2;BAHIA/BA;1;CUIABA/MT;2;CUIABA/MT
1134;15/07/2024;2025-10-15 17:41:45;3;CRUZEIRO/MG;2;BRAGANTINO/SP;1;CRUZEIRO/MG
1134;15/07/2024;2025-10-15 17:41:45;4;SPORT/PE;1;AMERICA/MG;1;EMPATE
1134;15/07/2024;2025-10-15 17:41:45;5;ATHLETIC CLUB/MG;2;LONDRINA/PR;1;ATHLETIC CLUB/MG
1134;15/07/2024;2025-10-15 17:41:45;6;CRB/AL;2;CORITIBA/PR;1;CRB/AL
1134;15/07/2024;2025-10-15 17:41:45;7;ATHLETICO/PR;3;YPIRANGA/RS;0;ATHLETICO/PR
1134;15/07/2024;2025-10-15 17:41:45;8;SAMP CORREA/MA;2;SAO JOSE/RS;0;SAMP CORREA/MA
1134;15/07/2024;2025-10-15 17:41:45;9;GREMIO/RS;3;OPERARIO/PR;1;GREMIO/RS
1134;15/07/2024;2025-10-15 17:41:45;10;VILA NOVA/GO;2;AVAI/SC;1;VILA NOVA/GO
1134;15/07/2024;2025-10-15 17:41:45;11;VOLTA REDONDA/RJ;1;SAO BERNARDO/SP;3;SAO BERNARDO/SP
1134;15/07/2024;2025-10-15 17:41:45;12;CHAPECOENSE/SC;1;BRUSQUE/SC;1;EMPATE
1134;15/07/2024;2025-10-15 17:41:45;13;CSA/AL;1;FLORESTA/CE;2;FLORESTA/CE
1134;15/07/2024;2025-10-15 17:41:45;14;NAUTICO/PE;4;FIGUEIRENSE/SC;0;NAUTICO/PE
1135;19/07/2024;2025-10-15 17:41:51;1;BOTAFOGO/RJ;1;PALMEIRAS/SP;0;BOTAFOGO/RJ
1135;19/07/2024;2025-10-15 17:41:51;2;JUVENTUDE/RS;1;ATLETICO/MG;1;EMPATE
1135;19/07/2024;2025-10-15 17:41:51;3;CORINTHIANS/SP;2;CRICIUMA/SC;1;CORINTHIANS/SP
1135;19/07/2024;2025-10-15 17:41:51;4;ROSARIO CENTRAL;1;INTERNACIONAL/RS;0;ROSARIO CENTRAL
1135;19/07/2024;2025-10-15 17:41:51;5;ATLETICO/GO;0;VASCO DA GAMA/RJ;1;VASCO DA GAMA/RJ
1135;19/07/2024;2025-10-15 17:41:51;6;SAO PAULO/SP;1;GREMIO/RS;0;SAO PAULO/SP
1135;19/07/2024;2025-10-15 17:41:51;7;CRB/AL;4;BOTAFOGO/SP;1;CRB/AL
1135;19/07/2024;2025-10-15 17:41:51;8;OPERARIO/PR;2;GOIAS/GO;0;OPERARIO/PR
1135;19/07/2024;2025-10-15 17:41:51;9;BARCELONA;1;BRAGANTINO/SP;1;EMPATE
1135;19/07/2024;2025-10-15 17:41:51;10;FORTALEZA/CE;3;VITORIA/BA;1;FORTALEZA/CE
1135;19/07/2024;2025-10-15 17:41:51;11;PALESTINO;1;CUIABA/MT;1;EMPATE
1135;19/07/2024;2025-10-15 17:41:51;12;VILA NOVA/GO;1;SANTOS/SP;1;EMPATE
1135;19/07/2024;2025-10-15 17:41:51;13;NOVORIZONTINO/SP;1;CHAPECOENSE/SC;0;NOVORIZONTINO/SP
1135;19/07/2024;2025-10-15 17:41:51;14;CERRO PORTENO;1;ATHLETICO/PR;1;EMPATE
1136;22/07/2024;2025-10-15 17:41:57;1;PALMEIRAS/SP;2;CRUZEIRO/MG;0;PALMEIRAS/SP
1136;22/07/2024;2025-10-15 17:41:57;2;FLAMENGO/RJ;2;CRICIUMA/SC;1;FLAMENGO/RJ
1136;22/07/2024;2025-10-15 17:41:57;3;CRB/AL;1;ITUANO/SP;0;CRB/AL
1136;22/07/2024;2025-10-15 17:41:57;4;PAYSANDU/PA;1;PONTE PRETA/SP;0;PAYSANDU/PA
1136;22/07/2024;2025-10-15 17:41:57;5;BOTAFOGO/RJ;1;INTERNACIONAL/RS;0;BOTAFOGO/RJ
1136;22/07/2024;2025-10-15 17:41:57;6;GREMIO/RS;2;VITORIA/BA;0;GREMIO/RS
1136;22/07/2024;2025-10-15 17:41:57;7;ATLETICO/MG;2;VASCO DA GAMA/RJ;0;ATLETICO/MG
1136;22/07/2024;2025-10-15 17:41:57;8;BAHIA/BA;0;CORINTHIANS/SP;1;CORINTHIANS/SP
1136;22/07/2024;2025-10-15 17:41:57;9;GUARANI/SP;2;GOIAS/GO;3;GOIAS/GO
1136;22/07/2024;2025-10-15 17:41:57;10;FORTALEZA/CE;3;ATLETICO/GO;1;FORTALEZA/CE
1136;22/07/2024;2025-10-15 17:41:57;11;JUVENTUDE/RS;0;SAO PAULO/SP;0;EMPATE
1136;22/07/2024;2025-10-15 17:41:57;12;BRAGANTINO/SP;1;ATHLETICO/PR;0;BRAGANTINO/SP
1136;22/07/2024;2025-10-15 17:41:57;13;BOTAFOGO/SP;2;BRUSQUE/SC;2;EMPATE
1136;22/07/2024;2025-10-15 17:41:57;14;CUIABA/MT;0;FLUMINENSE/RJ;1;FLUMINENSE/RJ
1137;26/07/2024;2025-10-15 17:42:03;1;FLUMINENSE/RJ;1;PALMEIRAS/SP;0;FLUMINENSE/RJ
1137;26/07/2024;2025-10-15 17:42:03;2;OPERARIO/PR;0;NOVORIZONTINO/SP;0;EMPATE
1137;26/07/2024;2025-10-15 17:42:03;3;MIRASSOL/SP;0;AVAI/SC;0;EMPATE
1137;26/07/2024;2025-10-15 17:42:03;4;INTERNACIONAL/RS;1;ROSARIO CENTRAL;1;EMPATE
1137;26/07/2024;2025-10-15 17:42:03;5;PONTE PRETA/SP;2;VILA NOVA/GO;0;PONTE PRETA/SP
1137;26/07/2024;2025-10-15 17:42:03;6;CRICIUMA/SC;1;FORTALEZA/CE;1;EMPATE
1137;26/07/2024;2025-10-15 17:42:03;7;CRUZEIRO/MG;2;JUVENTUDE/RS;0;CRUZEIRO/MG
1137;26/07/2024;2025-10-15 17:42:03;8;SAO PAULO/SP;2;BOTAFOGO/RJ;2;EMPATE
1137;26/07/2024;2025-10-15 17:42:03;9;VITORIA/BA;1;FLAMENGO/RJ;2;FLAMENGO/RJ
1137;26/07/2024;2025-10-15 17:42:03;10;BRAGANTINO/SP;3;BARCELONA;2;BRAGANTINO/SP
1137;26/07/2024;2025-10-15 17:42:03;11;ATLETICO/GO;1;BAHIA/BA;1;EMPATE
1137;26/07/2024;2025-10-15 17:42:03;12;CUIABA/MT;1;PALESTINO;2;PALESTINO
1137;26/07/2024;2025-10-15 17:42:03;13;CORINTHIANS/SP;2;GREMIO/RS;2;EMPATE
1137;26/07/2024;2025-10-15 17:42:03;14;ATHLETICO/PR;2;CERRO PORTENO;1;ATHLETICO/PR
1138;29/07/2024;2025-10-15 17:42:08;1;BOTAFOGO/RJ;0;CRUZEIRO/MG;3;CRUZEIRO/MG
1138;29/07/2024;2025-10-15 17:42:08;2;CORITIBA/PR;1;CHAPECOENSE/SC;0;CORITIBA/PR
1138;29/07/2024;2025-10-15 17:42:08;3;MIRASSOL/SP;1;OPERARIO/PR;0;MIRASSOL/SP
1138;29/07/2024;2025-10-15 17:42:08;4;SPORT/PE;3;PONTE PRETA/SP;1;SPORT/PE
1138;29/07/2024;2025-10-15 17:42:08;5;PALMEIRAS/SP;0;VITORIA/BA;2;VITORIA/BA
1138;29/07/2024;2025-10-15 17:42:08;6;JUVENTUDE/RS;1;CRICIUMA/SC;2;CRICIUMA/SC
1138;29/07/2024;2025-10-15 17:42:08;7;FORTALEZA/CE;1;SAO PAULO/SP;0;FORTALEZA/CE
1138;29/07/2024;2025-10-15 17:42:08;8;BRAGANTINO/SP;0;FLUMINENSE/RJ;1;FLUMINENSE/RJ
1138;29/07/2024;2025-10-15 17:42:08;9;FLAMENGO/RJ;2;ATLETICO/GO;0;FLAMENGO/RJ
1138;29/07/2024;2025-10-15 17:42:08;10;GUARANI/SP;1;BRUSQUE/SC;0;GUARANI/SP
1138;29/07/2024;2025-10-15 17:42:08;11;AMERICA/MG;2;CEARA/CE;2;EMPATE
1138;29/07/2024;2025-10-15 17:42:08;12;CRB/AL;1;SANTOS/SP;1;EMPATE
1138;29/07/2024;2025-10-15 17:42:08;13;ATLETICO/MG;2;CORINTHIANS/SP;1;ATLETICO/MG
1138;29/07/2024;2025-10-15 17:42:08;14;CUIABA/MT;1;ATHLETICO/PR;2;ATHLETICO/PR
1139;02/08/2024;2025-10-15 17:42:14;1;FLAMENGO/RJ;2;PALMEIRAS/SP;0;FLAMENGO/RJ
1139;02/08/2024;2025-10-15 17:42:14;2;SAO PAULO/SP;2;GOIAS/GO;0;SAO PAULO/SP
1139;02/08/2024;2025-10-15 17:42:14;3;DESPORTIVA/ES;1;RIO BRANCO/ES;0;DESPORTIVA/ES
1139;02/08/2024;2025-10-15 17:42:14;4;AVAI/SC;1;BOTAFOGO/SP;1;EMPATE
1139;02/08/2024;2025-10-15 17:42:14;5;BOTAFOGO/RJ;1;BAHIA/BA;1;EMPATE
1139;02/08/2024;2025-10-15 17:42:14;6;ATHLETICO/PR;2;BRAGANTINO/SP;0;ATHLETICO/PR
1139;02/08/2024;2025-10-15 17:42:14;7;CRB/AL;2;ATLETICO/MG;2;EMPATE
1139;02/08/2024;2025-10-15 17:42:14;8;CAXIAS/RS;1;CONFIANCA/SE;0;CAXIAS/RS
1139;02/08/2024;2025-10-15 17:42:14;9;NAUTICO/PE;1;YPIRANGA/RS;2;YPIRANGA/RS
1139;02/08/2024;2025-10-15 17:42:14;10;REAL NOROESTE/ES;1;LINHARES/ES;0;REAL NOROESTE/ES
